Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.2645E-4,96.083776494,0.947933995,0.002783854,0.965517241,0
9.33766E-4,96.270439685,0.949134969,0.002585007,0.965517241,0
9.46182E-4,96.552854144,0.951110119,0.002286737,0.965517241,0
9.53055E-4,96.838255378,0.952170237,0.001988467,0.982758621,0
9.83627E-4,97.033709376,0.956614369,0.00178962,0.982758621,0
1.01187E-3,97.333000451,0.96035237,0.00149135,0.982758621,0
1.02738E-3,97.537446727,0.962265739,0.001292503,0.982758621,0
1.07297E-3,97.852271251,0.967373356,0.000994233,0.982758621,0
1.14343E-3,98.077352864,0.973940497,0.000795387,0.982758621,0
1.23811E-3,98.317929413,0.980733449,0.00059654,0.982758621,0
1.74834E-3,98.630430067,0.996215979,0.000397693,0.982758621,0
1.93669E-3,98.824099346,0.997924952,0.00029827,0.982758621,0
1.96217E-3,99.020316416,0.998086922,0.000198847,0.982758621,0
9.79684E-3,100,1,0.000099423,0.982758621,0
9.79684E-3,100,1,0.000099423,1,0
